10585579,24/12/2018,24/12/2018,OBJETADA,31/12/2018,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10585601,24/12/2018,24/12/2018,OBJETADA,30/12/2018,Distancia y/o Atenuaci¢n Fuera del Limite,
10586801,26/12/2018,26/12/2018,OBJETADA,03/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10587403,26/12/2018,26/12/2018,OBJETADA,07/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10587659,26/12/2018,26/12/2018,OBJETADA,31/12/2018,Cliente No Desea el Servicio,
10589645,27/12/2018,27/12/2018,OBJETADA,02/01/2019,Cliente No Desea el Servicio,
10591935,28/12/2018,28/12/2018,OBJETADA,14/01/2019,Domicilio No Corresponde,
10592808,28/12/2018,28/12/2018,OBJETADA,03/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10592976,28/12/2018,28/12/2018,OBJETADA,07/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10593556,29/12/2018,29/12/2018,OBJETADA,13/01/2019,Se ha Excedido el Limite de Reagendaci¢n,
10593562,29/12/2018,29/12/2018,OBJETADA,08/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10593621,29/12/2018,29/12/2018,OBJETADA,07/01/2019,Cliente No Desea el Servicio,
10593647,29/12/2018,29/12/2018,OBJETADA,03/01/2019,Cliente No Desea el Servicio,
10593746,30/12/2018,30/12/2018,OBJETADA,08/01/2019,Cliente No Desea el Servicio,
10593768,30/12/2018,30/12/2018,OBJETADA,02/01/2019,Cliente No Desea el Servicio,
10594224,31/12/2018,31/12/2018,OBJETADA,31/12/2018,Par Asignado Da¤ado Requiere Cambio de Terminal,
10594462,31/12/2018,31/12/2018,OBJETADA,07/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10594896,02/01/2019,02/01/2019,OBJETADA,08/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10596115,02/01/2019,02/01/2019,OBJETADA,09/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10596244,02/01/2019,02/01/2019,OBJETADA,09/01/2019,Domicilio No Corresponde,
10596596,03/01/2019,03/01/2019,OBJETADA,11/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10598074,03/01/2019,03/01/2019,OBJETADA,14/01/2019,Sin Fecha de Reagendaci¢n,
10598600,04/01/2019,04/01/2019,OBJETADA,12/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10599694,04/01/2019,04/01/2019,OBJETADA,14/01/2019,Cliente No Desea el Servicio,
10600467,04/01/2019,04/01/2019,OBJETADA,11/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10601084,05/01/2019,05/01/2019,OBJETADA,09/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10601115,05/01/2019,05/01/2019,OBJETADA,14/01/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10601295,05/01/2019,05/01/2019,OBJETADA,12/01/2019,Cliente No Desea el Servicio,
10601412,06/01/2019,06/01/2019,OBJETADA,14/01/2019,Domicilio No Corresponde,
10602777,07/01/2019,07/01/2019,OBJETADA,10/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10603120,07/01/2019,07/01/2019,OBJETADA,14/01/2019,Cliente No Desea el Servicio,
10603192,07/01/2019,07/01/2019,OBJETADA,14/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10604399,08/01/2019,08/01/2019,OBJETADA,16/01/2019,Cliente no se Localiza,
10604853,08/01/2019,08/01/2019,OBJETADA,14/01/2019,Domicilio No Corresponde,
10607547,09/01/2019,09/01/2019,OBJETADA,12/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10607839,09/01/2019,09/01/2019,OBJETADA,21/01/2019,Domicilio No Corresponde,
10608147,09/01/2019,09/01/2019,OBJETADA,10/01/2019,Cliente No Desea el Servicio,
10609275,09/01/2019,09/01/2019,OBJETADA,17/01/2019,Cliente No Desea el Servicio,
10609650,10/01/2019,10/01/2019,OBJETADA,17/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10609971,10/01/2019,10/01/2019,OBJETADA,10/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10610959,10/01/2019,10/01/2019,OBJETADA,16/01/2019,Cliente No Desea el Servicio,
10611590,10/01/2019,10/01/2019,OBJETADA,17/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10613311,11/01/2019,11/01/2019,OBJETADA,17/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10613663,11/01/2019,11/01/2019,OBJETADA,28/01/2019,Domicilio No Corresponde,
10614115,11/01/2019,11/01/2019,OBJETADA,18/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10614211,12/01/2019,12/01/2019,OBJETADA,22/01/2019,Cliente No Desea el Servicio,
10614213,12/01/2019,12/01/2019,OBJETADA,18/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10614216,12/01/2019,12/01/2019,OBJETADA,22/01/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10614295,12/01/2019,12/01/2019,OBJETADA,22/01/2019,Cliente No Desea el Servicio,
10614301,12/01/2019,12/01/2019,OBJETADA,22/01/2019,Cliente No Desea el Servicio,
10614311,12/01/2019,12/01/2019,OBJETADA,19/01/2019,Domicilio No Corresponde,
10614409,13/01/2019,13/01/2019,OBJETADA,20/01/2019,Cliente No Desea el Servicio,
10615187,14/01/2019,14/01/2019,OBJETADA,21/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10616824,14/01/2019,14/01/2019,OBJETADA,22/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10616837,14/01/2019,14/01/2019,OBJETADA,28/01/2019,Cliente no se Localiza,
10616995,15/01/2019,15/01/2019,OBJETADA,21/01/2019,Cliente No Desea el Servicio,
10618205,15/01/2019,15/01/2019,OBJETADA,21/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10619582,16/01/2019,16/01/2019,OBJETADA,24/01/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10620485,16/01/2019,16/01/2019,OBJETADA,18/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10620583,16/01/2019,16/01/2019,OBJETADA,17/01/2019,Cliente No Desea el Servicio,
10620771,16/01/2019,16/01/2019,OBJETADA,30/01/2019,Sin Fecha de Reagendaci¢n,
10620898,16/01/2019,16/01/2019,OBJETADA,03/02/2019,Cliente No Desea el Servicio,
10621482,16/01/2019,16/01/2019,OBJETADA,24/01/2019,Domicilio No Corresponde,
10621485,16/01/2019,16/01/2019,OBJETADA,25/01/2019,Cliente No Desea el Servicio,
10621854,17/01/2019,17/01/2019,OBJETADA,24/01/2019,Cliente No Desea el Servicio,
10623194,17/01/2019,17/01/2019,OBJETADA,18/01/2019,Cliente No Desea el Servicio,
10623894,17/01/2019,17/01/2019,OBJETADA,17/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10624126,18/01/2019,18/01/2019,OBJETADA,25/01/2019,Cliente No Desea el Servicio,
10624803,18/01/2019,18/01/2019,OBJETADA,25/01/2019,Cliente No Desea el Servicio,
10626019,18/01/2019,18/01/2019,OBJETADA,25/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10626554,19/01/2019,19/01/2019,OBJETADA,01/02/2019,Sin Fecha de Reagendaci¢n,
10626981,21/01/2019,21/01/2019,OBJETADA,06/02/2019,Domicilio No Corresponde,
10627711,21/01/2019,21/01/2019,OBJETADA,28/01/2019,Cliente No Desea el Servicio,
10627813,21/01/2019,21/01/2019,OBJETADA,31/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10628540,21/01/2019,21/01/2019,OBJETADA,28/01/2019,Cliente No Desea el Servicio,
10629212,22/01/2019,22/01/2019,OBJETADA,23/01/2019,Cliente No Desea el Servicio,
10630300,22/01/2019,22/01/2019,OBJETADA,05/02/2019,Cliente No Desea el Servicio,
10630352,22/01/2019,22/01/2019,OBJETADA,23/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10631703,23/01/2019,23/01/2019,OBJETADA,30/01/2019,Cliente No Desea el Servicio,
10632218,23/01/2019,23/01/2019,OBJETADA,23/01/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10633150,23/01/2019,23/01/2019,OBJETADA,01/02/2019,Cliente No Desea el Servicio,
10633960,24/01/2019,24/01/2019,OBJETADA,30/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10634126,24/01/2019,24/01/2019,OBJETADA,06/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10634797,24/01/2019,24/01/2019,OBJETADA,30/01/2019,Domicilio No Corresponde,
10635408,24/01/2019,24/01/2019,OBJETADA,31/01/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10635515,24/01/2019,24/01/2019,OBJETADA,07/02/2019,Cliente No Desea el Servicio,
10637424,25/01/2019,25/01/2019,OBJETADA,01/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10637763,26/01/2019,26/01/2019,OBJETADA,13/02/2019,Cliente No Desea el Servicio,
10637874,26/01/2019,26/01/2019,OBJETADA,02/02/2019,Domicilio No Corresponde,
10637911,27/01/2019,27/01/2019,OBJETADA,05/02/2019,Cliente No Desea el Servicio,
10637963,27/01/2019,27/01/2019,OBJETADA,02/02/2019,Cliente No Desea el Servicio,
10638273,28/01/2019,28/01/2019,OBJETADA,04/02/2019,Cliente No Desea el Servicio,
10640831,28/01/2019,28/01/2019,OBJETADA,06/02/2019,Cliente No Desea el Servicio,
10640835,28/01/2019,28/01/2019,OBJETADA,06/02/2019,Cliente No Desea el Servicio,
10894730,29/01/2019,29/01/2019,OBJETADA,16/02/2019,Se ha Excedido el Limite de Reagendaci¢n,
10895959,29/01/2019,29/01/2019,OBJETADA,09/02/2019,Domicilio No Corresponde,
10898211,30/01/2019,30/01/2019,OBJETADA,05/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10899168,31/01/2019,31/01/2019,OBJETADA,07/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10900256,31/01/2019,31/01/2019,OBJETADA,08/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10900917,01/02/2019,01/02/2019,OBJETADA,06/02/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10900968,01/02/2019,01/02/2019,OBJETADA,08/02/2019,Cliente No Desea el Servicio,
10901437,01/02/2019,01/02/2019,OBJETADA,22/02/2019,Sin Fecha de Reagendaci¢n,
10902265,01/02/2019,01/02/2019,OBJETADA,11/02/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10902849,02/02/2019,02/02/2019,OBJETADA,08/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10903089,04/02/2019,04/02/2019,OBJETADA,06/02/2019,Cliente No Desea el Servicio,
10903638,05/02/2019,05/02/2019,OBJETADA,12/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10905291,05/02/2019,05/02/2019,OBJETADA,05/02/2019,Cliente No Desea el Servicio,
10905758,05/02/2019,05/02/2019,OBJETADA,23/02/2019,Se ha Excedido el Limite de Reagendaci¢n,
10907551,06/02/2019,06/02/2019,OBJETADA,15/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10908197,06/02/2019,06/02/2019,OBJETADA,18/02/2019,Cliente No Desea el Servicio,
10908325,07/02/2019,07/02/2019,OBJETADA,07/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10909080,07/02/2019,07/02/2019,OBJETADA,15/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10911203,08/02/2019,08/02/2019,OBJETADA,14/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10911718,08/02/2019,08/02/2019,OBJETADA,15/02/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10912018,08/02/2019,08/02/2019,OBJETADA,13/02/2019,Cliente No Desea el Servicio,
10912233,08/02/2019,08/02/2019,OBJETADA,14/02/2019,Cliente No Desea el Servicio,
10913304,08/02/2019,08/02/2019,OBJETADA,19/02/2019,Cliente No Desea el Servicio,
10913931,09/02/2019,09/02/2019,OBJETADA,16/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10914088,09/02/2019,09/02/2019,OBJETADA,18/02/2019,Domicilio No Corresponde,
10916144,11/02/2019,11/02/2019,OBJETADA,28/02/2019,Cliente No Desea el Servicio,
10916154,11/02/2019,11/02/2019,OBJETADA,17/02/2019,Cliente No Desea el Servicio,
10916498,11/02/2019,11/02/2019,OBJETADA,20/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10917425,12/02/2019,12/02/2019,OBJETADA,20/02/2019,Domicilio No Corresponde,
10919950,12/02/2019,12/02/2019,OBJETADA,22/02/2019,Domicilio No Corresponde,
10920109,13/02/2019,13/02/2019,OBJETADA,19/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10920180,13/02/2019,13/02/2019,OBJETADA,19/02/2019,Cliente No Desea el Servicio,
10920310,13/02/2019,13/02/2019,OBJETADA,19/02/2019,Cliente No Desea el Servicio,
10920530,13/02/2019,13/02/2019,OBJETADA,19/02/2019,Cliente No Desea el Servicio,
10921910,13/02/2019,13/02/2019,OBJETADA,25/02/2019,Cliente No Desea el Servicio,
10922303,13/02/2019,13/02/2019,OBJETADA,13/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10922366,13/02/2019,13/02/2019,OBJETADA,20/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10923491,14/02/2019,14/02/2019,OBJETADA,25/02/2019,Domicilio No Corresponde,
10926233,15/02/2019,15/02/2019,OBJETADA,18/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10926971,15/02/2019,15/02/2019,OBJETADA,19/02/2019,Cliente No Desea el Servicio,
10927253,15/02/2019,15/02/2019,OBJETADA,23/02/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10927364,15/02/2019,15/02/2019,OBJETADA,18/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10928464,15/02/2019,15/02/2019,OBJETADA,22/02/2019,Cliente No Desea el Servicio,
10928900,16/02/2019,16/02/2019,OBJETADA,22/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10928909,16/02/2019,16/02/2019,OBJETADA,27/02/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10928922,16/02/2019,16/02/2019,OBJETADA,23/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10928932,16/02/2019,16/02/2019,OBJETADA,28/02/2019,Se ha Excedido el Limite de Reagendaci¢n,
10928935,16/02/2019,16/02/2019,OBJETADA,28/02/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10931478,19/02/2019,19/02/2019,OBJETADA,25/02/2019,Domicilio No Corresponde,
10932200,19/02/2019,19/02/2019,OBJETADA,23/02/2019,Cliente No Desea el Servicio,
10933221,19/02/2019,19/02/2019,OBJETADA,25/02/2019,Cliente No Desea el Servicio,
10936160,20/02/2019,20/02/2019,OBJETADA,28/02/2019,Cliente No Desea el Servicio,
10937687,21/02/2019,21/02/2019,OBJETADA,21/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10938313,21/02/2019,21/02/2019,OBJETADA,27/02/2019,Bucle de Fibra Optica Da¤ado Sin Posibilidad de Reasignaci¢n,
10942115,22/02/2019,22/02/2019,OBJETADA,02/03/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10942223,22/02/2019,22/02/2019,OBJETADA,28/02/2019,Cliente No Desea el Servicio,
10942585,22/02/2019,22/02/2019,OBJETADA,27/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10942731,22/02/2019,22/02/2019,OBJETADA,22/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10942751,22/02/2019,22/02/2019,OBJETADA,22/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10943578,23/02/2019,23/02/2019,OBJETADA,05/03/2019,Sin Fecha de Reagendaci¢n,
10944834,25/02/2019,25/02/2019,OBJETADA,07/03/2019,Cliente No Desea el Servicio,
10946235,26/02/2019,26/02/2019,OBJETADA,05/03/2019,Domicilio No Corresponde,
10949069,27/02/2019,27/02/2019,OBJETADA,06/03/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10951532,27/02/2019,27/02/2019,OBJETADA,06/03/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10953114,28/02/2019,28/02/2019,OBJETADA,28/02/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10955347,01/03/2019,01/03/2019,OBJETADA,07/03/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10957587,01/03/2019,01/03/2019,OBJETADA,08/03/2019,Cliente No Desea el Servicio,
10957891,01/03/2019,01/03/2019,OBJETADA,08/03/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10958644,02/03/2019,02/03/2019,OBJETADA,08/03/2019,Cliente No Desea el Servicio,
10959620,04/03/2019,04/03/2019,OBJETADA,08/03/2019,Cliente No Desea el Servicio,
10960769,04/03/2019,04/03/2019,OBJETADA,16/03/2019,Cliente No Desea el Servicio,
10961338,04/03/2019,04/03/2019,OBJETADA,14/03/2019,Distancia y/o Atenuaci¢n Fuera del Limite,
10962018,05/03/2019,05/03/2019,OBJETADA,11/03/2019,Cliente No Desea el Servicio,
10962450,05/03/2019,05/03/2019,OBJETADA,13/03/2019,Cliente No Desea el Servicio,
10963359,05/03/2019,05/03/2019,OBJETADA,12/03/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10965813,06/03/2019,06/03/2019,OBJETADA,13/03/2019,Puerto de Equipo de Acceso Da¤ado Sin Posibilidad de Reasignaci¢n,
10966287,06/03/2019,06/03/2019,OBJETADA,07/03/2019,Cliente No Desea el Servicio,
10966756,06/03/2019,06/03/2019,OBJETADA,13/03/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10967521,07/03/2019,07/03/2019,OBJETADA,14/03/2019,Cliente No Desea el Servicio,
10967750,07/03/2019,07/03/2019,OBJETADA,16/03/2019,Domicilio No Corresponde,
10967804,07/03/2019,07/03/2019,OBJETADA,14/03/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
10968352,07/03/2019,07/03/2019,OBJETADA,20/03/2019,Domicilio No Corresponde,
10968445,07/03/2019,07/03/2019,OBJETADA,13/03/2019,Par Asignado Da¤ado Requiere Cambio de Terminal,
